Trial,Block,Conflict,Trial_Type,Cue_Valence,Optimal_Action,Agent_Choice,Agent_Reward,Correct
957,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
958,B1_MC,PI,NW,1,0,1.0,0.0,0
959,B1_MC,PI,NW,1,0,0.0,1.0,1
960,B1_MC,PC,GW,1,1,1.0,1.0,1
961,B1_MC,PC,NAL,-1,0,0.0,0.0,1
962,B1_MC,PI,NW,1,0,0.0,1.0,1
963,B1_MC,PI,GAL,-1,1,1.0,0.0,1
964,B1_MC,PI,NW,1,0,1.0,0.0,0
965,B1_MC,PC,NAL,-1,0,0.0,0.0,1
966,B1_MC,PC,GW,1,1,1.0,1.0,1
967,B1_MC,PC,NAL,-1,0,0.0,0.0,1
968,B1_MC,PC,NAL,-1,0,0.0,0.0,1
969,B1_MC,PC,GW,1,1,1.0,1.0,1
970,B1_MC,PC,NAL,-1,0,0.0,0.0,1
971,B1_MC,PI,GAL,-1,1,1.0,0.0,1
972,B1_MC,PC,GW,1,1,1.0,1.0,1
973,B1_MC,PC,NAL,-1,0,1.0,-1.0,0
974,B1_MC,PI,GAL,-1,1,1.0,0.0,1
975,B1_MC,PC,NAL,-1,0,0.0,0.0,1
976,B1_MC,PC,NAL,-1,0,0.0,0.0,1
977,B1_MC,PC,NAL,-1,0,0.0,0.0,1
978,B1_MC,PI,GAL,-1,1,1.0,0.0,1
979,B1_MC,PC,NAL,-1,0,0.0,0.0,1
980,B1_MC,PI,NW,1,0,1.0,0.0,0
981,B1_MC,PC,GW,1,1,1.0,1.0,1
982,B1_MC,PI,NW,1,0,0.0,1.0,1
983,B1_MC,PI,GAL,-1,1,1.0,0.0,1
984,B1_MC,PC,GW,1,1,1.0,1.0,1
985,B1_MC,PC,NAL,-1,0,0.0,0.0,1
986,B1_MC,PC,GW,1,1,1.0,1.0,1
987,B1_MC,PC,NAL,-1,0,0.0,0.0,1
988,B1_MC,PC,NAL,-1,0,0.0,0.0,1
989,B1_MC,PC,GW,1,1,1.0,1.0,1
990,B1_MC,PC,NAL,-1,0,0.0,0.0,1
991,B1_MC,PC,GW,1,1,1.0,1.0,1
992,B1_MC,PI,NW,1,0,0.0,1.0,1
993,B1_MC,PC,GW,1,1,1.0,1.0,1
994,B1_MC,PI,NW,1,0,0.0,1.0,1
995,B1_MC,PC,GW,1,1,1.0,1.0,1
996,B1_MC,PC,GW,1,1,1.0,1.0,1
997,B1_MC,PC,NAL,-1,0,0.0,0.0,1
998,B1_MC,PI,GAL,-1,1,1.0,0.0,1
999,B1_MC,PC,NAL,-1,0,0.0,0.0,1
1000,B1_MC,PC,GW,1,1,1.0,1.0,1
1001,B2_HC,PC,GW,1,1,1.0,1.0,1
1002,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1003,B2_HC,PC,GW,1,1,1.0,1.0,1
1004,B2_HC,PI,NW,1,0,0.0,1.0,1
1005,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1006,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1007,B2_HC,PI,NW,1,0,0.0,1.0,1
1008,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1009,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1010,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1011,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1012,B2_HC,PI,NW,1,0,1.0,0.0,0
1013,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1014,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1015,B2_HC,PC,GW,1,1,1.0,1.0,1
1016,B2_HC,PC,GW,1,1,1.0,1.0,1
1017,B2_HC,PI,NW,1,0,0.0,1.0,1
1018,B2_HC,PI,NW,1,0,0.0,1.0,1
1019,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1020,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1021,B2_HC,PC,GW,1,1,1.0,1.0,1
1022,B2_HC,PC,GW,1,1,0.0,0.0,0
1023,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1024,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1025,B2_HC,PI,NW,1,0,0.0,1.0,1
1026,B2_HC,PC,GW,1,1,1.0,1.0,1
1027,B2_HC,PC,GW,1,1,1.0,1.0,1
1028,B2_HC,PI,NW,1,0,0.0,1.0,1
1029,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1030,B2_HC,PI,NW,1,0,1.0,0.0,0
1031,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1032,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1033,B2_HC,PI,NW,1,0,1.0,0.0,0
1034,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1035,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1036,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1037,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1038,B2_HC,PI,NW,1,0,0.0,1.0,1
1039,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1040,B2_HC,PI,NW,1,0,0.0,1.0,1
1041,B2_HC,PI,NW,1,0,0.0,1.0,1
1042,B2_HC,PC,GW,1,1,1.0,1.0,1
1043,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1044,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1045,B2_HC,PI,NW,1,0,1.0,0.0,0
1046,B2_HC,PC,GW,1,1,1.0,1.0,1
1047,B2_HC,PI,NW,1,0,1.0,0.0,0
1048,B2_HC,PI,NW,1,0,1.0,0.0,0
1049,B2_HC,PI,NW,1,0,0.0,1.0,1
1050,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1051,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1052,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1053,B2_HC,PI,NW,1,0,0.0,1.0,1
1054,B2_HC,PI,NW,1,0,1.0,0.0,0
1055,B2_HC,PI,NW,1,0,0.0,1.0,1
1056,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1057,B2_HC,PI,NW,1,0,1.0,0.0,0
1058,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1059,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1060,B2_HC,PI,NW,1,0,1.0,0.0,0
1061,B2_HC,PI,NW,1,0,1.0,0.0,0
1062,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1063,B2_HC,PI,NW,1,0,1.0,0.0,0
1064,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1065,B2_HC,PI,NW,1,0,1.0,0.0,0
1066,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1067,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1068,B2_HC,PC,GW,1,1,1.0,1.0,1
1069,B2_HC,PC,GW,1,1,1.0,1.0,1
1070,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1071,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1072,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1073,B2_HC,PI,NW,1,0,0.0,1.0,1
1074,B2_HC,PC,GW,1,1,1.0,1.0,1
1075,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1076,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1077,B2_HC,PI,NW,1,0,0.0,1.0,1
1078,B2_HC,PI,NW,1,0,0.0,1.0,1
1079,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1080,B2_HC,PI,NW,1,0,0.0,1.0,1
1081,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1082,B2_HC,PI,NW,1,0,0.0,1.0,1
1083,B2_HC,PI,NW,1,0,0.0,1.0,1
1084,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1085,B2_HC,PI,NW,1,0,1.0,0.0,0
1086,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1087,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1088,B2_HC,PI,NW,1,0,1.0,0.0,0
1089,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1090,B2_HC,PC,GW,1,1,0.0,0.0,0
1091,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1092,B2_HC,PC,GW,1,1,1.0,1.0,1
1093,B2_HC,PI,NW,1,0,1.0,0.0,0
1094,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1095,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1096,B2_HC,PI,NW,1,0,0.0,1.0,1
1097,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1098,B2_HC,PC,GW,1,1,1.0,1.0,1
1099,B2_HC,PI,NW,1,0,1.0,0.0,0
1100,B2_HC,PC,GW,1,1,1.0,1.0,1
1101,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1102,B2_HC,PI,NW,1,0,0.0,1.0,1
1103,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1104,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1105,B2_HC,PC,GW,1,1,1.0,1.0,1
1106,B2_HC,PI,NW,1,0,1.0,0.0,0
1107,B2_HC,PI,NW,1,0,1.0,0.0,0
1108,B2_HC,PI,NW,1,0,1.0,0.0,0
1109,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1110,B2_HC,PC,GW,1,1,1.0,1.0,1
1111,B2_HC,PI,NW,1,0,0.0,1.0,1
1112,B2_HC,PI,NW,1,0,0.0,1.0,1
1113,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1114,B2_HC,PI,NW,1,0,0.0,1.0,1
1115,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1116,B2_HC,PI,NW,1,0,0.0,1.0,1
1117,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1118,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1119,B2_HC,PI,NW,1,0,0.0,1.0,1
1120,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1121,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1122,B2_HC,PI,NW,1,0,1.0,0.0,0
1123,B2_HC,PC,GW,1,1,1.0,1.0,1
1124,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1125,B2_HC,PI,NW,1,0,0.0,1.0,1
1126,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1127,B2_HC,PC,GW,1,1,1.0,1.0,1
1128,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1129,B2_HC,PC,GW,1,1,1.0,1.0,1
1130,B2_HC,PI,NW,1,0,1.0,0.0,0
1131,B2_HC,PI,NW,1,0,1.0,0.0,0
1132,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1133,B2_HC,PC,GW,1,1,1.0,1.0,1
1134,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1135,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1136,B2_HC,PC,GW,1,1,1.0,1.0,1
1137,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1138,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1139,B2_HC,PI,NW,1,0,1.0,0.0,0
1140,B2_HC,PI,NW,1,0,1.0,0.0,0
1141,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1142,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1143,B2_HC,PI,NW,1,0,0.0,1.0,1
1144,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1145,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1146,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1147,B2_HC,PC,GW,1,1,1.0,1.0,1
1148,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1149,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1150,B2_HC,PI,NW,1,0,0.0,1.0,1
1151,B2_HC,PI,NW,1,0,1.0,0.0,0
1152,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1153,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1154,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1155,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1156,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1157,B2_HC,PI,NW,1,0,1.0,0.0,0
1158,B2_HC,PI,NW,1,0,0.0,1.0,1
1159,B2_HC,PI,NW,1,0,1.0,0.0,0
1160,B2_HC,PC,GW,1,1,1.0,1.0,1
1161,B2_HC,PC,GW,1,1,1.0,1.0,1
1162,B2_HC,PI,NW,1,0,0.0,1.0,1
1163,B2_HC,PC,GW,1,1,1.0,1.0,1
1164,B2_HC,PI,NW,1,0,0.0,1.0,1
1165,B2_HC,PI,NW,1,0,1.0,0.0,0
1166,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1167,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1168,B2_HC,PC,GW,1,1,1.0,1.0,1
1169,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1170,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1171,B2_HC,PI,NW,1,0,0.0,1.0,1
1172,B2_HC,PI,NW,1,0,0.0,1.0,1
1173,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1174,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1175,B2_HC,PI,NW,1,0,0.0,1.0,1
1176,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1177,B2_HC,PC,GW,1,1,1.0,1.0,1
1178,B2_HC,PI,NW,1,0,0.0,1.0,1
1179,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1180,B2_HC,PC,GW,1,1,1.0,1.0,1
1181,B2_HC,PC,GW,1,1,1.0,1.0,1
1182,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1183,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1184,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1185,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1186,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1187,B2_HC,PC,GW,1,1,1.0,1.0,1
1188,B2_HC,PI,NW,1,0,0.0,1.0,1
1189,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1190,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1191,B2_HC,PI,NW,1,0,1.0,0.0,0
1192,B2_HC,PI,NW,1,0,1.0,0.0,0
1193,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1194,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1195,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1196,B2_HC,PC,GW,1,1,1.0,1.0,1
1197,B2_HC,PI,NW,1,0,0.0,1.0,1
1198,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1199,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1200,B2_HC,PI,NW,1,0,0.0,1.0,1
1201,B2_HC,PI,NW,1,0,0.0,1.0,1
1202,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1203,B2_HC,PC,GW,1,1,1.0,1.0,1
1204,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1205,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1206,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1207,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1208,B2_HC,PI,NW,1,0,0.0,1.0,1
1209,B2_HC,PI,NW,1,0,0.0,1.0,1
1210,B2_HC,PI,NW,1,0,1.0,0.0,0
1211,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1212,B2_HC,PI,NW,1,0,1.0,0.0,0
1213,B2_HC,PI,NW,1,0,0.0,1.0,1
1214,B2_HC,PC,GW,1,1,0.0,0.0,0
1215,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1216,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1217,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1218,B2_HC,PI,NW,1,0,1.0,0.0,0
1219,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1220,B2_HC,PI,NW,1,0,1.0,0.0,0
1221,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1222,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1223,B2_HC,PC,GW,1,1,1.0,1.0,1
1224,B2_HC,PI,NW,1,0,0.0,1.0,1
1225,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1226,B2_HC,PI,NW,1,0,0.0,1.0,1
1227,B2_HC,PI,NW,1,0,1.0,0.0,0
1228,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1229,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1230,B2_HC,PI,NW,1,0,1.0,0.0,0
1231,B2_HC,PI,NW,1,0,0.0,1.0,1
1232,B2_HC,PC,GW,1,1,1.0,1.0,1
1233,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1234,B2_HC,PI,NW,1,0,0.0,1.0,1
1235,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1236,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1237,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1238,B2_HC,PC,GW,1,1,1.0,1.0,1
1239,B2_HC,PI,NW,1,0,1.0,0.0,0
1240,B2_HC,PI,NW,1,0,0.0,1.0,1
1241,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1242,B2_HC,PI,NW,1,0,1.0,0.0,0
1243,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1244,B2_HC,PI,NW,1,0,0.0,1.0,1
1245,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1246,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1247,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1248,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1249,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1250,B2_HC,PC,GW,1,1,1.0,1.0,1
1251,B2_HC,PI,NW,1,0,0.0,1.0,1
1252,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1253,B2_HC,PC,GW,1,1,1.0,1.0,1
1254,B2_HC,PI,NW,1,0,0.0,1.0,1
1255,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1256,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1257,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1258,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1259,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1260,B2_HC,PI,NW,1,0,0.0,1.0,1
1261,B2_HC,PI,NW,1,0,1.0,0.0,0
1262,B2_HC,PC,GW,1,1,1.0,1.0,1
1263,B2_HC,PI,NW,1,0,1.0,0.0,0
1264,B2_HC,PI,NW,1,0,1.0,0.0,0
1265,B2_HC,PI,NW,1,0,1.0,0.0,0
1266,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1267,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1268,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1269,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1270,B2_HC,PI,NW,1,0,0.0,1.0,1
1271,B2_HC,PI,NW,1,0,0.0,1.0,1
1272,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1273,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1274,B2_HC,PI,NW,1,0,1.0,0.0,0
1275,B2_HC,PI,NW,1,0,0.0,1.0,1
1276,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1277,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1278,B2_HC,PC,GW,1,1,1.0,1.0,1
1279,B2_HC,PC,GW,1,1,1.0,1.0,1
1280,B2_HC,PC,GW,1,1,1.0,1.0,1
1281,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1282,B2_HC,PC,GW,1,1,1.0,1.0,1
1283,B2_HC,PI,NW,1,0,0.0,1.0,1
1284,B2_HC,PI,NW,1,0,0.0,1.0,1
1285,B2_HC,PI,NW,1,0,0.0,1.0,1
1286,B2_HC,PI,NW,1,0,0.0,1.0,1
1287,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1288,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1289,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1290,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1291,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1292,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1293,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1294,B2_HC,PI,NW,1,0,0.0,1.0,1
1295,B2_HC,PC,GW,1,1,1.0,1.0,1
1296,B2_HC,PI,NW,1,0,1.0,0.0,0
1297,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1298,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1299,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1300,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1301,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1302,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1303,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1304,B2_HC,PI,NW,1,0,0.0,1.0,1
1305,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1306,B2_HC,PC,GW,1,1,1.0,1.0,1
1307,B2_HC,PI,NW,1,0,1.0,0.0,0
1308,B2_HC,PI,NW,1,0,1.0,0.0,0
1309,B2_HC,PC,GW,1,1,1.0,1.0,1
1310,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1311,B2_HC,PI,NW,1,0,0.0,1.0,1
1312,B2_HC,PI,NW,1,0,1.0,0.0,0
1313,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1314,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1315,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1316,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1317,B2_HC,PC,GW,1,1,1.0,1.0,1
1318,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1319,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1320,B2_HC,PI,NW,1,0,1.0,0.0,0
1321,B2_HC,PI,NW,1,0,0.0,1.0,1
1322,B2_HC,PC,GW,1,1,1.0,1.0,1
1323,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1324,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1325,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1326,B2_HC,PI,NW,1,0,1.0,0.0,0
1327,B2_HC,PI,NW,1,0,1.0,0.0,0
1328,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1329,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1330,B2_HC,PC,GW,1,1,1.0,1.0,1
1331,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1332,B2_HC,PI,NW,1,0,0.0,1.0,1
1333,B2_HC,PI,NW,1,0,0.0,1.0,1
1334,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1335,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1336,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1337,B2_HC,PI,NW,1,0,0.0,1.0,1
1338,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1339,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1340,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1341,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1342,B2_HC,PC,GW,1,1,1.0,1.0,1
1343,B2_HC,PI,NW,1,0,0.0,1.0,1
1344,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1345,B2_HC,PI,NW,1,0,1.0,0.0,0
1346,B2_HC,PI,NW,1,0,1.0,0.0,0
1347,B2_HC,PI,NW,1,0,1.0,0.0,0
1348,B2_HC,PC,GW,1,1,1.0,1.0,1
1349,B2_HC,PI,NW,1,0,0.0,1.0,1
1350,B2_HC,PI,NW,1,0,1.0,0.0,0
1351,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1352,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1353,B2_HC,PI,NW,1,0,0.0,1.0,1
1354,B2_HC,PI,NW,1,0,0.0,1.0,1
1355,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1356,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1357,B2_HC,PI,NW,1,0,0.0,1.0,1
1358,B2_HC,PI,NW,1,0,1.0,0.0,0
1359,B2_HC,PI,NW,1,0,0.0,1.0,1
1360,B2_HC,PC,GW,1,1,1.0,1.0,1
1361,B2_HC,PI,NW,1,0,0.0,1.0,1
1362,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1363,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1364,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1365,B2_HC,PI,NW,1,0,0.0,1.0,1
1366,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1367,B2_HC,PI,NW,1,0,0.0,1.0,1
1368,B2_HC,PI,NW,1,0,1.0,0.0,0
1369,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1370,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1371,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1372,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1373,B2_HC,PI,NW,1,0,0.0,1.0,1
1374,B2_HC,PC,GW,1,1,1.0,1.0,1
1375,B2_HC,PC,GW,1,1,1.0,1.0,1
1376,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1377,B2_HC,PI,NW,1,0,0.0,1.0,1
1378,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1379,B2_HC,PC,GW,1,1,1.0,1.0,1
1380,B2_HC,PC,GW,1,1,1.0,1.0,1
1381,B2_HC,PI,NW,1,0,0.0,1.0,1
1382,B2_HC,PI,NW,1,0,1.0,0.0,0
1383,B2_HC,PI,NW,1,0,0.0,1.0,1
1384,B2_HC,PC,GW,1,1,1.0,1.0,1
1385,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1386,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1387,B2_HC,PI,NW,1,0,1.0,0.0,0
1388,B2_HC,PI,NW,1,0,0.0,1.0,1
1389,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1390,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1391,B2_HC,PI,NW,1,0,0.0,1.0,1
1392,B2_HC,PC,GW,1,1,1.0,1.0,1
1393,B2_HC,PI,NW,1,0,0.0,1.0,1
1394,B2_HC,PC,GW,1,1,1.0,1.0,1
1395,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1396,B2_HC,PI,NW,1,0,0.0,1.0,1
1397,B2_HC,PI,NW,1,0,0.0,1.0,1
1398,B2_HC,PC,GW,1,1,1.0,1.0,1
1399,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1400,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1401,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1402,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1403,B2_HC,PC,NAL,-1,0,0.0,0.0,1
1404,B2_HC,PI,NW,1,0,1.0,0.0,0
1405,B2_HC,PC,NAL,-1,0,1.0,-1.0,0
1406,B2_HC,PI,NW,1,0,0.0,1.0,1
1407,B2_HC,PI,NW,1,0,1.0,0.0,0
1408,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1409,B2_HC,PI,NW,1,0,0.0,1.0,1
1410,B2_HC,PI,NW,1,0,1.0,0.0,0
1411,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1412,B2_HC,PI,NW,1,0,1.0,0.0,0
1413,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1414,B2_HC,PI,NW,1,0,1.0,0.0,0
1415,B2_HC,PI,GAL,-1,1,0.0,-1.0,0
1416,B2_HC,PC,GW,1,1,1.0,1.0,1
1417,B2_HC,PC,GW,1,1,1.0,1.0,1
1418,B2_HC,PC,GW,1,1,1.0,1.0,1
1419,B2_HC,PI,NW,1,0,1.0,0.0,0
1420,B2_HC,PI,GAL,-1,1,1.0,0.0,1
1421,B2_HC,PI,NW,1,0,0.0,1.0,1
